UID,주거 형태,연간 소득,현재 직장 근속 연수,체납 세금 압류 횟수,개설된 신용계좌 수,신용 거래 연수,최대 신용한도,신용 문제 발생 횟수,마지막 연체 이후 경과 개월 수,개인 파산 횟수,대출 목적,대출 상환 기간,현재 대출 잔액,현재 미상환 신용액,월 상환 부채액,신용 점수,채무 불이행 여부
TRAIN_07152,월세,1137051,1년,0,20,15.6,1201537.5,0,30,0,부채 통합,단기 상환,487966.5,534691.5,34732.5,771,1
TRAIN_07153,월세,931527,7년,0,9,12.9,373195.5,0,11,0,여행 자금,장기 상환,366369,164688,17545.5,687,0
TRAIN_07154,자가,1643592,4년,0,16,19.6,1258176,1,71,3,부채 통합,단기 상환,249273,363418.5,15316.5,793,1
TRAIN_07155,주택 담보 대출 (거주 중),4306615.5,2년,0,20,31.5,4192464,0,39,0,주택 개보수,단기 상환,1314448.5,1022349,46417.5,804,0
TRAIN_07156,자가,499527,9년,0,10,13.6,0,0,10,0,기타,단기 상환,169449,70096.5,3873,702,1
TRAIN_07157,월세,2668387.5,8년,0,13,20.8,0,1,31,3,부채 통합,단기 상환,472981.5,146400,15687,800,1
TRAIN_07158,월세,3400662,8년,1,16,15.3,1635280.5,1,49,0,부채 통합,단기 상환,493501.5,476853,27256.5,775,1
TRAIN_07159,월세,825396,10년 이상,0,13,35.8,1176130.5,0,63,0,부채 통합,단기 상환,435445.5,142770,17521.5,816,0
TRAIN_07160,월세,1727488.5,10년 이상,0,6,15.4,656338.5,0,22,0,부채 통합,장기 상환,362700,219283.5,36060,751,0
TRAIN_07161,월세,1292223,2년,0,12,12.6,1159056,0,29,0,부채 통합,단기 상환,549753,345663,25399.5,795,0
TRAIN_07162,월세,1277682,7년,0,13,18,871189.5,1,23,1,부채 통합,장기 상환,453019.5,200541,6213,704,1
TRAIN_07163,월세,817273.5,10년 이상,1,11,12.7,720963,1,49,0,부채 통합,단기 상환,351706.5,97470,21861,816,1
TRAIN_07164,주택 담보 대출 (거주 중),1470405,2년,0,13,30.5,1221544.5,0,51,0,부채 통합,단기 상환,459652.5,426102,21891,791,1
TRAIN_07165,자가,1025044.5,10년 이상,0,11,11.3,658419,0,51,0,부채 통합,단기 상환,204451.5,271906.5,20940,815,0
TRAIN_07166,주택 담보 대출 (거주 중),1626808.5,4년,0,4,14.4,2847,0,5,0,부채 통합,장기 상환,428208,297426,25422,667,0
TRAIN_07167,주택 담보 대출 (거주 중),5553415.5,10년 이상,0,21,24.7,6761353.5,0,39,0,부채 통합,장기 상환,1013860.5,1397557.5,56608.5,587,0
TRAIN_07168,자가,2109363,10년 이상,0,12,23.4,336151.5,0,8,0,주택 개보수,장기 상환,548977.5,211231.5,6781.5,704,0
TRAIN_07169,월세,2761147.5,7년,0,22,12,1694151,0,16,0,부채 통합,장기 상환,494361,223201.5,17370,704,1
TRAIN_07170,월세,3544327.5,2년,0,11,18.7,2384478,0,44,0,주택 개보수,단기 상환,503962.5,116854.5,18712.5,805,0
TRAIN_07171,월세,1061400,10년 이상,0,7,26,2699703,0,76,0,부채 통합,단기 상환,244644,219274.5,27165,795,0
TRAIN_07172,월세,3924184.5,6년,4,14,20,782034,6,14,3,주택 개보수,단기 상환,1031205,145287,39993,793,0
TRAIN_07173,주택 담보 대출 (거주 중),2189223,1년 미만,0,13,22.9,4137358.5,0,5,0,부채 통합,장기 상환,651972,553603.5,24222,644,0
TRAIN_07174,월세,1666437,1년 미만,0,14,44.6,753834,6,74,3,부채 통합,단기 상환,359383.5,113982,34902,793,0
TRAIN_07175,월세,3326838,7년,0,8,16,1195965,0,30,0,부채 통합,단기 상환,634432.5,379231.5,15739.5,796,0
TRAIN_07176,주택 담보 대출 (비거주 중),1285228.5,10년 이상,0,13,11.5,170788.5,0,7,0,부채 통합,장기 상환,590811,151774.5,31035,749,1
TRAIN_07177,주택 담보 대출 (거주 중),2519733,10년 이상,0,10,21,1421356.5,0,2,0,부채 통합,장기 상환,560386.5,572943,92781,715,1
TRAIN_07178,자가,4171399.5,10년 이상,0,13,29.6,5732362.5,0,45,0,부채 통합,장기 상환,556236,1466377.5,43362,796,1
TRAIN_07179,월세,1364391,10년 이상,0,7,29,655035,1,45,1,부채 통합,단기 상환,524242.5,462712.5,18268.5,762,1
TRAIN_07180,월세,1543609.5,2년,0,8,19.3,836809.5,0,21,0,주택 개보수,단기 상환,506829,274056,8002.5,800,0
TRAIN_07181,자가,5552967,10년 이상,0,6,31.2,3070522.5,0,5,0,부채 통합,단기 상환,229173,964392,33664.5,807,0
TRAIN_07182,월세,1698282,10년 이상,0,28,13.7,969922.5,1,23,1,부채 통합,단기 상환,373110,467758.5,11692.5,809,1
TRAIN_07183,월세,2564583,10년 이상,0,8,11.8,415399.5,0,13,0,여행 자금,단기 상환,310734,329577,27993,722,0
TRAIN_07184,자가,1582042.5,8년,0,9,13.8,179445,1,38,1,부채 통합,단기 상환,269443.5,281779.5,16539,807,0
TRAIN_07185,자가,1657801.5,10년 이상,0,7,17.8,454824,0,49,0,기타,단기 상환,219942,165052.5,17911.5,789,0
TRAIN_07186,주택 담보 대출 (거주 중),2454544.5,5년,0,9,15.9,1187634,0,21,0,부채 통합,장기 상환,974403,230613,13266,664,0
TRAIN_07187,주택 담보 대출 (거주 중),2887237.5,9년,0,14,17,5024434.5,0,4,0,부채 통합,단기 상환,553170,574801.5,25345.5,793,0
TRAIN_07188,주택 담보 대출 (거주 중),2615472,4년,0,16,13.1,938413.5,1,43,1,부채 통합,장기 상환,554835,408819,62520,744,0
TRAIN_07189,주택 담보 대출 (거주 중),1563025.5,8년,0,14,24.3,1104720,1,40,3,부채 통합,단기 상환,397009.5,522580.5,41139,787,0
TRAIN_07190,월세,1676193,10년 이상,0,7,8,0,0,27,0,기타,장기 상환,257874,182371.5,16330.5,705,0
TRAIN_07191,주택 담보 대출 (거주 중),2082393,10년 이상,0,16,15.3,1530772.5,0,10,0,부채 통합,장기 상환,560266.5,214159.5,26862,760,1
TRAIN_07192,월세,1045563,5년,0,16,13.2,984181.5,0,19,0,부채 통합,장기 상환,166672.5,233838,7437,687,1
TRAIN_07193,주택 담보 대출 (거주 중),1134133.5,7년,0,15,18.2,95530.5,2,61,0,부채 통합,단기 상환,285282,142936.5,12385.5,793,1
TRAIN_07194,주택 담보 대출 (거주 중),1534470,10년 이상,0,9,38.1,1459390.5,0,18,0,부채 통합,단기 상환,958180.5,871929,15763.5,696,0
TRAIN_07195,월세,1435741.5,6년,0,8,10.7,834339,0,62,0,부채 통합,단기 상환,287736,391134,13296,787,1
TRAIN_07196,주택 담보 대출 (비거주 중),1391608.5,8년,0,10,23.1,969459,1,75,1,부채 통합,단기 상환,416398.5,217126.5,5583,798,0
TRAIN_07197,주택 담보 대출 (거주 중),1683532.5,10년 이상,0,6,12.1,50310,0,67,0,여행 자금,단기 상환,160267.5,181848,13447.5,702,0
TRAIN_07198,주택 담보 대출 (거주 중),1521648,10년 이상,0,10,16.4,503797.5,1,45,1,부채 통합,단기 상환,259072.5,168393,25710,776,0
TRAIN_07199,주택 담보 대출 (거주 중),1853791.5,10년 이상,0,11,19.5,290688,0,59,0,부채 통합,단기 상환,456090,202837.5,22401,804,0
TRAIN_07200,자가,6307618.5,5년,0,16,24,2647296,0,63,0,부채 통합,단기 상환,417238.5,449023.5,52167,804,1
TRAIN_07201,월세,1560255,8년,0,12,16.8,751167,0,69,0,부채 통합,단기 상환,384786,435357,9049.5,796,0
TRAIN_07202,월세,1784716.5,8년,0,24,16.3,0,1,28,3,부채 통합,단기 상환,399088.5,137034,10374,740,1
TRAIN_07203,주택 담보 대출 (거주 중),4759816.5,7년,0,20,32.1,16906102.5,0,27,0,기타,장기 상환,939849,1330921.5,82291.5,765,0
TRAIN_07204,월세,1303158,8년,0,13,22.6,97300.5,7,58,3,부채 통합,단기 상환,342976.5,201957,7224,793,0
TRAIN_07205,월세,1445097,1년 미만,0,10,13.9,715128,0,7,0,부채 통합,단기 상환,169143,428263.5,36570,696,1
TRAIN_07206,자가,1505442,10년 이상,0,14,18.4,1299379.5,0,10,0,부채 통합,단기 상환,474372,364024.5,39492,793,1
TRAIN_07207,자가,1964770.5,5년,0,5,16.3,722818.5,0,25,0,부채 통합,장기 상환,574605,239764.5,29809.5,609,0
TRAIN_07208,자가,2343574.5,10년 이상,1,22,24.4,400917,2,24,0,부채 통합,단기 상환,168493.5,115264.5,36277.5,802,0
TRAIN_07209,주택 담보 대출 (거주 중),1289151,9년,0,13,15.8,128610,1,26,0,주택 개보수,장기 상환,254080.5,325495.5,19483.5,740,0
TRAIN_07210,월세,1024258.5,1년,0,9,12.3,383952,0,10,0,부채 통합,장기 상환,427708.5,188880,32104.5,673,1
TRAIN_07211,자가,2774608.5,10년 이상,0,10,15.8,3194668.5,0,23,0,부채 통합,단기 상환,258429,276784.5,34423.5,802,0
TRAIN_07212,자가,1720552.5,10년 이상,0,9,16.9,772065,0,11,0,부채 통합,장기 상환,530211,201643.5,36124.5,575,1
TRAIN_07213,월세,1692372,10년 이상,0,13,19,1139230.5,0,11,0,부채 통합,단기 상환,455551.5,346488,29122.5,762,0
TRAIN_07214,주택 담보 대출 (거주 중),2504272.5,10년 이상,1,14,20.9,951957,2,25,0,부채 통합,단기 상환,193219.5,181491,40150.5,809,0
TRAIN_07215,월세,575214,10년 이상,1,4,23.7,479172,0,39,0,부채 통합,단기 상환,533883,108771,16765.5,787,0
TRAIN_07216,자가,1476291,3년,0,13,27.7,740712,0,66,0,부채 통합,단기 상환,159012,229180.5,15949.5,805,0
TRAIN_07217,주택 담보 대출 (거주 중),4692988.5,1년 미만,1,18,32.3,1172278.5,1,71,0,부채 통합,단기 상환,414787.5,379689,75358.5,809,1
TRAIN_07218,자가,2208019.5,10년 이상,0,11,14.9,1144306.5,0,32,0,부채 통합,장기 상환,761890.5,480070.5,23841,631,0
TRAIN_07219,자가,4369159.5,10년 이상,0,14,34.6,5914035,1,5,0,부채 통합,단기 상환,1254193.5,614130,40641,805,0
TRAIN_07220,자가,1066035,5년,0,12,13.6,195843,0,19,0,기타,단기 상환,247059,22018.5,9574.5,662,0
TRAIN_07221,월세,997782,10년 이상,0,8,25.3,621850.5,0,31,0,부채 통합,단기 상환,274524,405286.5,12918,751,1
TRAIN_07222,월세,1588015.5,4년,0,12,20.4,473994,0,56,3,부채 통합,단기 상환,192361.5,114531,10944,722,1
TRAIN_07223,월세,1254144,8년,0,21,16.2,3513894,1,57,1,부채 통합,단기 상환,516984,430686,26784,762,1
TRAIN_07224,주택 담보 대출 (거주 중),2564338.5,7년,0,8,26.9,1207312.5,0,26,0,사업 대출,장기 상환,759463.5,548340,27666,520,0
TRAIN_07225,월세,1708002,5년,0,8,17.3,3588889.5,0,15,0,부채 통합,장기 상환,523395,1065484.5,11695.5,700,0
TRAIN_07226,월세,1634233.5,10년 이상,0,9,14.6,271581,0,10,0,부채 통합,단기 상환,351345,446965.5,9210,667,1
TRAIN_07227,자가,3218109,10년 이상,0,19,17.7,826326,0,12,0,기타,단기 상환,361126.5,421758,33087,689,1
TRAIN_07228,월세,1175428.5,1년,0,13,11.3,1112502,0,22,0,여행 자금,단기 상환,177226.5,197208,14335.5,742,0
TRAIN_07229,주택 담보 대출 (거주 중),1593880.5,8년,1,16,24.2,975006,2,28,0,부채 통합,단기 상환,530484,467034,26944.5,782,1
TRAIN_07230,주택 담보 대출 (거주 중),2020119,10년 이상,0,7,30.9,501175.5,0,31,0,기타,단기 상환,208191,217263,9165,789,0
TRAIN_07231,주택 담보 대출 (거주 중),5051002.5,10년 이상,0,9,30.3,6173236.5,0,22,0,부채 통합,장기 상환,692961,1266795,30229.5,675,0
TRAIN_07232,주택 담보 대출 (거주 중),1010076,2년,0,7,17.1,740196,0,23,0,자동차 구매,단기 상환,212913,209781,8526,804,0
TRAIN_07233,월세,1624989,8년,0,14,15.9,617035.5,1,35,3,부채 통합,단기 상환,286447.5,168594,23595,733,1
TRAIN_07234,월세,2426986.5,10년 이상,0,11,18.9,235045.5,1,33,1,부채 통합,단기 상환,382627.5,77185.5,23671.5,740,0
TRAIN_07235,월세,3186408,10년 이상,1,7,17.1,615795,1,59,1,부채 통합,단기 상환,433801.5,179803.5,17661,805,1
TRAIN_07236,주택 담보 대출 (거주 중),2101785,8년,0,9,23.3,267163.5,1,41,1,부채 통합,단기 상환,301551,93177,4795.5,700,1
TRAIN_07237,주택 담보 대출 (거주 중),2502978,10년 이상,0,16,15.1,1092156,0,4,0,부채 통합,장기 상환,362998.5,355390.5,10924.5,687,1
TRAIN_07238,월세,1029414,2년,0,9,21.8,441685.5,2,66,0,기타,단기 상환,270678,17524.5,7887,798,0
TRAIN_07239,주택 담보 대출 (거주 중),1555380,10년 이상,0,14,13,0,1,37,1,부채 통합,단기 상환,419950.5,103270.5,22722,720,0
TRAIN_07240,자가,1787338.5,2년,0,11,14.3,494269.5,0,5,0,부채 통합,장기 상환,533809.5,289783.5,17428.5,613,1
TRAIN_07241,주택 담보 대출 (거주 중),1254406.5,10년 이상,0,17,15.9,813814.5,0,28,0,부채 통합,장기 상환,692892,175260,35197.5,702,1
TRAIN_07242,주택 담보 대출 (거주 중),3527695.5,10년 이상,0,17,14,211545,1,15,1,부채 통합,단기 상환,614853,295794,16549.5,798,0
TRAIN_07243,월세,3800637,10년 이상,0,18,22.8,6762634.5,0,16,0,부채 통합,단기 상환,1203748.5,1277055,47526,793,0
TRAIN_07244,월세,3468426,10년 이상,0,28,15.9,963907.5,0,34,0,부채 통합,단기 상환,483841.5,381183,30651,685,1
TRAIN_07245,월세,1866832.5,10년 이상,0,11,19.6,4780870.5,0,9,0,부채 통합,단기 상환,1099464,211708.5,35082,689,0
TRAIN_07246,월세,1019814,9년,0,23,13.4,1171719,1,64,1,부채 통합,단기 상환,453244.5,500347.5,14265,738,1
TRAIN_07247,자가,1161991.5,7년,0,8,22.1,0,5,69,3,부채 통합,단기 상환,197818.5,118728,0,675,0
TRAIN_07248,자가,1370719.5,10년 이상,0,10,18.2,0,2,32,1,부채 통합,단기 상환,248692.5,154734,27916.5,765,0
TRAIN_07249,주택 담보 대출 (거주 중),933676.5,7년,0,21,20.9,1698942,1,38,1,부채 통합,장기 상환,457333.5,561627,15642,791,1
TRAIN_07250,월세,2209047,10년 이상,0,19,24.3,1177900.5,1,31,0,부채 통합,단기 상환,1054041,142540.5,24318,762,0
TRAIN_07251,월세,1873941,5년,1,7,18.4,526819.5,2,34,0,의료비,단기 상환,381310.5,98856,0,598,0
TRAIN_07252,월세,2927554.5,5년,1,11,25.4,864109.5,0,30,0,부채 통합,단기 상환,950308.5,512532,24139.5,798,1
TRAIN_07253,주택 담보 대출 (거주 중),1965649.5,10년 이상,7,9,14.7,347028,5,23,0,주택 개보수,단기 상환,537354,132894,11880,795,0
TRAIN_07254,주택 담보 대출 (거주 중),2531112,10년 이상,0,9,22.8,816037.5,2,26,0,사업 대출,단기 상환,350440.5,75244.5,18169.5,764,0
TRAIN_07255,월세,888067.5,10년 이상,0,7,18.7,599682,0,43,0,부채 통합,단기 상환,254254.5,232708.5,2379,778,0
TRAIN_07256,자가,3478984.5,6년,0,10,22.4,743836.5,0,35,0,부채 통합,단기 상환,537222,712387.5,31369.5,802,0
TRAIN_07257,월세,2055094.5,1년,0,10,14.2,1209618,0,49,0,부채 통합,단기 상환,511392,485134.5,34573.5,796,1
TRAIN_07258,자가,2082183,7년,0,21,21.3,4250223,0,10,0,부채 통합,단기 상환,530176.5,534763.5,45610.5,729,0
TRAIN_07259,월세,2579977.5,2년,0,9,13.7,911382,0,22,0,부채 통합,단기 상환,372685.5,404787,30924,785,0
TRAIN_07260,월세,1851475.5,4년,0,10,13.2,766923,0,20,0,부채 통합,장기 상환,727906.5,482044.5,40708.5,715,0
TRAIN_07261,월세,1283272.5,8년,0,14,20.9,981858,1,42,3,부채 통합,단기 상환,251167.5,132205.5,14199,742,1
TRAIN_07262,주택 담보 대출 (거주 중),2540110.5,10년 이상,0,5,19.2,705562.5,1,29,0,부채 통합,단기 상환,375148.5,124825.5,33459,709,1
TRAIN_07263,월세,1600861.5,10년 이상,0,15,20.4,993240,0,33,0,부채 통합,단기 상환,204964.5,643066.5,23592,720,0
TRAIN_07264,자가,1078807.5,10년 이상,0,5,17.8,785667,0,38,0,부채 통합,단기 상환,195253.5,278287.5,5740.5,764,0
TRAIN_07265,주택 담보 대출 (거주 중),1003969.5,1년 미만,0,12,25.9,937675.5,0,29,0,부채 통합,장기 상환,573924,170293.5,14491.5,745,1
TRAIN_07266,월세,1491928.5,4년,2,20,18.5,115900.5,1,42,3,부채 통합,장기 상환,322875,167581.5,10378.5,789,1
TRAIN_07267,주택 담보 대출 (거주 중),2212614,10년 이상,0,16,23,1400788.5,0,6,0,기타,장기 상환,780994.5,104418,42480,558,0
TRAIN_07268,월세,3715882.5,10년 이상,0,13,23,1089858,0,30,0,부채 통합,단기 상환,1107382.5,1176010.5,36565.5,700,0
TRAIN_07269,주택 담보 대출 (거주 중),4158430.5,10년 이상,0,9,33.1,1324819.5,0,9,0,기타,단기 상환,1060470,862168.5,30321,751,0
TRAIN_07270,주택 담보 대출 (거주 중),1290495,9년,1,23,18.5,824374.5,1,41,1,부채 통합,단기 상환,483739.5,466246.5,34266,716,1
TRAIN_07271,주택 담보 대출 (거주 중),1220014.5,10년 이상,0,19,44.2,3595471.5,0,14,0,부채 통합,단기 상환,599296.5,738309,28260,796,1
TRAIN_07272,월세,902700,2년,0,6,12.8,628813.5,0,11,0,부채 통합,단기 상환,160827,26905.5,7062,765,0
TRAIN_07273,주택 담보 대출 (거주 중),1676682,10년 이상,0,10,34.6,4374030,0,13,0,부채 통합,단기 상환,1138959,414900,41380.5,791,1
TRAIN_07274,자가,1373854.5,3년,0,11,17.6,679801.5,0,34,0,부채 통합,장기 상환,531511.5,153022.5,9906,653,1
TRAIN_07275,월세,1285470,1년 미만,0,15,10.2,1446837,0,10,0,부채 통합,단기 상환,486565.5,521860.5,10080,676,1
TRAIN_07276,월세,3578305.5,10년 이상,0,8,23,879289.5,0,51,0,부채 통합,단기 상환,350416.5,214972.5,37195.5,804,0
TRAIN_07277,자가,1059229.5,2년,0,14,14.6,1085629.5,0,41,0,기타,단기 상환,521082,212515.5,19059,704,0
TRAIN_07278,주택 담보 대출 (거주 중),2382889.5,10년 이상,0,11,13.1,4462074,0,30,0,부채 통합,단기 상환,1335493.5,217566,33295.5,791,0
TRAIN_07279,월세,1032195,10년 이상,0,10,13.8,775005,0,28,0,부채 통합,단기 상환,122046,167908.5,14338.5,764,0
TRAIN_07280,주택 담보 대출 (거주 중),975486,10년 이상,0,12,17.8,393666,2,6,0,부채 통합,단기 상환,95178,153828,3265.5,780,1
TRAIN_07281,월세,5090044.5,2년,0,13,15,3769495.5,0,71,0,기타,단기 상환,335895,252399,30612,800,0
TRAIN_07282,주택 담보 대출 (거주 중),2210683.5,10년 이상,0,9,16.1,751737,0,10,0,부채 통합,장기 상환,551161.5,165048,9901.5,749,0
TRAIN_07283,주택 담보 대출 (비거주 중),1560546,1년 미만,0,8,16.1,7119,0,50,0,부채 통합,단기 상환,468591,46911,21432,640,0
TRAIN_07284,주택 담보 대출 (거주 중),872574,10년 이상,1,19,13,1155354,1,45,1,부채 통합,단기 상환,274963.5,0,13176,755,0
TRAIN_07285,주택 담보 대출 (거주 중),1854009,3년,7,15,18.8,706044,2,58,3,부채 통합,장기 상환,510792,170653.5,16213.5,660,0
TRAIN_07286,월세,1278120,3년,0,11,17,926820,0,14,0,부채 통합,장기 상환,492502.5,426450,12268.5,725,1
TRAIN_07287,자가,2391264,10년 이상,1,9,20,1178346,2,20,0,부채 통합,단기 상환,414505.5,233032.5,46266,804,0
TRAIN_07288,자가,1223986.5,1년 미만,0,14,21.5,339982.5,0,59,0,부채 통합,장기 상환,331008,183055.5,21727.5,724,0
TRAIN_07289,주택 담보 대출 (거주 중),1399207.5,10년 이상,0,10,15.8,111207,1,12,1,부채 통합,단기 상환,537835.5,448150.5,43678.5,716,1
TRAIN_07290,자가,1379655,1년 미만,0,12,13.9,496609.5,0,79,0,기타,장기 상환,891957,164122.5,7443,696,1
TRAIN_07291,자가,1923507,10년 이상,0,11,17.6,378201,0,6,0,부채 통합,단기 상환,424645.5,333358.5,17661,689,0
TRAIN_07292,주택 담보 대출 (거주 중),1157764.5,10년 이상,0,7,12.9,228775.5,1,43,1,부채 통합,단기 상환,429913.5,517830,26436,775,1
TRAIN_07293,주택 담보 대출 (거주 중),1661587.5,10년 이상,0,14,18.6,1243728,0,6,0,부채 통합,장기 상환,1152081,465079.5,20542.5,625,0
TRAIN_07294,주택 담보 대출 (거주 중),1190536.5,8년,0,12,13.7,235615.5,1,66,1,부채 통합,단기 상환,337123.5,78772.5,6466.5,704,1
TRAIN_07295,주택 담보 대출 (거주 중),2495200.5,3년,0,10,19,894642,0,28,0,기타,장기 상환,1168833,733056,25975.5,762,0
TRAIN_07296,자가,2160187.5,2년,0,9,20.2,900423,0,19,0,부채 통합,단기 상환,495295.5,370062,23604,664,0
TRAIN_07297,월세,1479667.5,8년,0,9,20.3,54169.5,3,59,0,기타,단기 상환,468885,124188,21189,731,0
TRAIN_07298,월세,2013391.5,5년,4,10,15.6,646944,5,79,0,의료비,장기 상환,441448.5,171240,15888,636,0
TRAIN_07299,월세,1713789,6년,0,7,27,712233,0,43,0,부채 통합,단기 상환,251994,380509.5,5170.5,798,0
TRAIN_07300,월세,2274793.5,10년 이상,0,13,13.6,877105.5,0,32,0,부채 통합,단기 상환,390043.5,405013.5,30582,798,0
TRAIN_07301,월세,1488901.5,5년,0,6,16.4,841873.5,2,30,0,부채 통합,단기 상환,399340.5,130383,24702,755,1
TRAIN_07302,주택 담보 대출 (거주 중),1218094.5,1년 미만,0,14,14.7,1267998,0,22,0,부채 통합,단기 상환,514092,357454.5,34564.5,658,1
TRAIN_07303,월세,1764699,10년 이상,0,9,13.8,962488.5,1,65,0,부채 통합,단기 상환,272509.5,46629,4279.5,795,0
TRAIN_07304,주택 담보 대출 (거주 중),2117236.5,10년 이상,0,10,29.8,89653.5,0,6,0,부채 통합,장기 상환,1291228.5,182337,17782.5,675,0
TRAIN_07305,자가,2450047.5,4년,0,13,15.8,353286,0,15,0,여행 자금,단기 상환,373752,79006.5,16014,760,0
TRAIN_07306,월세,1479795,1년,0,7,20.1,1173211.5,0,61,0,부채 통합,장기 상환,662254.5,342961.5,23682,685,0
TRAIN_07307,월세,3129333,10년 이상,0,16,32.4,1352004,0,25,0,부채 통합,단기 상환,170568,241009.5,32068.5,804,0
TRAIN_07308,월세,1012389,1년 미만,0,10,8.6,1120171.5,0,26,0,부채 통합,단기 상환,493665,635059.5,14484,733,1
TRAIN_07309,자가,1853986.5,5년,0,5,16.7,85216.5,0,32,0,사업 대출,장기 상환,704635.5,194143.5,1114.5,684,0
TRAIN_07310,월세,1065336,1년,0,16,13.9,1220610,0,20,0,부채 통합,단기 상환,332877,234187.5,27745.5,795,1
TRAIN_07311,자가,1569739.5,9년,0,27,12.3,926340,0,30,0,부채 통합,단기 상환,524722.5,368400,9826.5,755,0
TRAIN_07312,자가,1016739,3년,0,11,14.7,1061269.5,0,12,0,부채 통합,장기 상환,705210,452655,25701,673,0
TRAIN_07313,주택 담보 대출 (거주 중),1656555,5년,0,13,15,1279221,0,24,1,주택 개보수,장기 상환,566635.5,710133,21547.5,784,0
TRAIN_07314,주택 담보 대출 (거주 중),2948115,4년,0,11,30.4,1387233,0,17,0,부채 통합,단기 상환,396543,1107577.5,20682,791,0
TRAIN_07315,주택 담보 대출 (거주 중),1563564,3년,0,6,12.6,44578.5,1,33,1,부채 통합,단기 상환,185187,152734.5,2269.5,682,0
TRAIN_07316,자가,1062078,10년 이상,0,12,28,1157698.5,0,38,0,기타,단기 상환,188359.5,180301.5,20331,655,0
TRAIN_07317,자가,1628532,8년,0,14,37.5,546582,7,52,3,기타,단기 상환,41596.5,131619,8737.5,787,0
TRAIN_07318,월세,820345.5,10년 이상,0,10,14.4,624021,0,47,0,부채 통합,단기 상환,208488,528081,33160.5,773,0
TRAIN_07319,자가,3809854.5,10년 이상,0,9,18.7,1038945,0,8,0,부채 통합,단기 상환,335629.5,45171,14940,682,0
TRAIN_07320,자가,1587286.5,3년,0,8,14,712341,0,6,0,주택 개보수,장기 상환,779148,495550.5,20802,644,1
TRAIN_07321,자가,1486605,2년,0,15,40.1,678669,1,71,3,부채 통합,단기 상환,522985.5,205749,36586.5,791,1
TRAIN_07322,자가,4461946.5,10년 이상,0,11,23.4,1389552,0,35,0,주택 개보수,단기 상환,1186674,120961.5,24423,795,0
TRAIN_07323,주택 담보 대출 (거주 중),3353193,10년 이상,0,11,17.5,1425733.5,0,40,0,부채 통합,단기 상환,1139290.5,212127,33396,765,0
TRAIN_07324,월세,1946914.5,1년,0,12,11.2,1219471.5,0,27,0,부채 통합,단기 상환,487344,191484,13488,696,1
TRAIN_07325,자가,2377422,4년,0,6,40.9,12676.5,0,38,1,부채 통합,단기 상환,128536.5,228807,27082.5,729,0
TRAIN_07326,자가,917952,1년 미만,0,17,16.5,233014.5,0,24,0,부채 통합,단기 상환,370945.5,260442,10582.5,760,0
TRAIN_07327,주택 담보 대출 (거주 중),2113554,7년,0,17,17,1589040,0,21,0,부채 통합,장기 상환,735076.5,366787.5,39778.5,780,0
TRAIN_07328,주택 담보 대출 (거주 중),2602965,4년,0,10,16.7,676599,0,15,0,부채 통합,단기 상환,396360,351366,29638.5,802,0
TRAIN_07329,자가,1489422,10년 이상,0,5,18.6,459217.5,0,26,0,부채 통합,장기 상환,551439,145114.5,1740,760,0
TRAIN_07330,월세,1646190,10년 이상,0,10,10.6,1069902,0,23,0,부채 통합,단기 상환,399454.5,553165.5,26283,744,0
TRAIN_07331,주택 담보 대출 (거주 중),4521355.5,10년 이상,0,8,40.6,855579,2,2,0,주택 개보수,단기 상환,287997,183721.5,17286,791,0
TRAIN_07332,자가,2909230.5,10년 이상,0,9,29.4,1316155.5,0,14,0,부채 통합,단기 상환,372208.5,767343,19161,787,0
TRAIN_07333,주택 담보 대출 (거주 중),2316826.5,2년,0,6,14.9,867814.5,0,11,0,부채 통합,장기 상환,788220,146610,13752,747,0
TRAIN_07334,자가,883737,10년 이상,0,9,14.5,0,0,26,0,부채 통합,단기 상환,333706.5,55681.5,6889.5,744,1
TRAIN_07335,자가,1031232,10년 이상,1,10,18.1,1449754.5,2,12,0,부채 통합,단기 상환,1006110,353989.5,6979.5,749,1
TRAIN_07336,월세,2817087,5년,0,7,16.1,1166505,0,1,0,부채 통합,장기 상환,950887.5,200004,31297.5,731,0
TRAIN_07337,주택 담보 대출 (거주 중),1909294.5,1년 미만,0,10,29.5,2607070.5,0,20,0,부채 통합,단기 상환,685752,134737.5,46714.5,745,1
TRAIN_07338,월세,2723157,4년,0,11,20.7,1365133.5,0,29,0,부채 통합,장기 상환,1271799,532282.5,32775,695,0
TRAIN_07339,주택 담보 대출 (거주 중),2393055,10년 이상,0,9,19.6,1158670.5,1,67,1,부채 통합,장기 상환,488472,539845.5,25786.5,662,0
TRAIN_07340,주택 담보 대출 (거주 중),3016783.5,5년,1,14,15.9,769890,1,32,0,주택 개보수,장기 상환,289585.5,94657.5,39963,704,0
TRAIN_07341,주택 담보 대출 (거주 중),791215.5,10년 이상,0,15,12.6,984361.5,0,2,0,부채 통합,단기 상환,510570,397818,14026.5,755,1
TRAIN_07342,주택 담보 대출 (거주 중),1655680.5,7년,0,10,17.8,1029160.5,0,32,0,부채 통합,장기 상환,547246.5,129255,13308,569,0
TRAIN_07343,자가,2063766,10년 이상,1,7,14.9,78802.5,1,43,0,부채 통합,단기 상환,244009.5,146926.5,17797.5,807,0
